,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
United Nations,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
World Population Prospects: The 2015 Revision,,,,,,,,,,,,,,,,,
"File POP/2: Average annual rate of population change by major area, region and country, 1950-2100 (percentage)",,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2015",,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2015/POP/F02,,,,,,,,,,,,,,,,,
July 2015 - Copyright © 2015 by United Nations. All rights reserved,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2015). World Population Prospects: The 2015 Revision, DVD Edition.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Average annual rate of population change (percentage),,,,,,,,,,,,
Index,Variant,"Major area, region, country or area *",Notes,Country code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010,2010-2015
176,Estimates,Spain,20,724,0.72,0.91,1.11,1.05,1.14,0.98,0.54,0.24,0.29,0.49,1.47,1.22,-0.21
177,Estimates,TFYR Macedonia,21,807,2.09,1.34,1.35,1.55,0.93,1.30,0.59,0.15,-0.43,0.59,0.30,0.19,0.16
178,Estimates,Western Europe,,926,0.61,0.76,1.00,0.71,0.42,0.12,0.15,0.44,0.59,0.25,0.26,0.24,0.32
179,Estimates,Austria,,40,0.04,0.33,0.65,0.57,0.31,-0.08,0.01,0.28,0.68,0.20,0.45,0.38,0.36
180,Estimates,Belgium,,56,0.55,0.60,0.65,0.47,0.22,0.18,0.08,0.17,0.37,0.21,0.56,0.69,0.66
181,Estimates,France,,250,0.77,1.05,1.30,0.76,0.84,0.39,0.49,0.56,0.45,0.40,0.62,0.55,0.45
182,Estimates,Germany,,276,0.43,0.52,0.75,0.62,0.08,-0.13,-0.15,0.36,0.66,0.07,-0.16,-0.20,0.06
183,Estimates,Liechtenstein,,438,1.50,2.14,2.44,2.63,1.94,1.98,1.05,1.06,1.40,1.53,0.92,0.80,0.68
184,Estimates,Luxembourg,,442,0.62,0.60,0.97,0.57,0.83,0.56,0.16,0.80,1.34,1.33,0.97,2.08,2.21
185,Estimates,Monaco,,492,-0.35,2.66,0.73,0.17,1.41,1.19,1.51,0.41,0.84,0.88,1.05,1.72,0.48
186,Estimates,Netherlands,,528,1.26,1.34,1.35,1.19,0.97,0.71,0.52,0.60,0.71,0.57,0.54,0.36,0.35
187,Estimates,Switzerland,,756,1.26,1.27,1.92,1.13,0.60,-0.17,0.48,0.67,1.00,0.42,0.67,1.11,1.16
188,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,2.70,2.71,2.76,2.56,2.43,2.27,2.12,1.92,1.73,1.56,1.36,1.24,1.12
189,Estimates,Caribbean,,915,1.92,1.95,2.16,1.83,1.76,1.48,1.41,1.38,1.23,1.04,0.88,0.78,0.74
190,Estimates,Anguilla,,660,2.13,0.57,0.84,0.91,0.71,0.20,-0.11,4.48,3.26,2.43,2.65,1.71,1.19
191,Estimates,Antigua and Barbuda,,28,2.56,0.77,1.74,1.83,1.15,0.30,-1.34,-1.20,1.98,2.55,1.23,1.10,1.03
192,Estimates,Aruba,,533,2.77,4.30,1.13,0.59,0.53,-0.19,0.95,-0.28,5.13,2.46,1.92,0.31,0.45
193,Estimates,Bahamas,,44,2.28,4.24,4.92,3.80,2.18,2.18,2.16,1.77,1.78,1.23,2.00,1.83,1.45
194,Estimates,Barbados,,52,1.47,0.34,0.38,0.29,0.59,0.50,0.29,0.34,0.35,0.37,0.31,0.40,0.33
195,Estimates,British Virgin Islands,,92,0.65,0.89,1.85,2.13,1.33,0.98,3.80,4.25,2.26,2.27,2.31,3.23,2.02
196,Estimates,Caribbean Netherlands,22,535,1.48,1.03,2.45,2.53,1.25,0.32,1.42,1.58,2.98,-0.97,0.02,7.49,3.43
197,Estimates,Cayman Islands,,136,0.80,3.28,1.24,1.77,5.83,5.57,3.56,5.17,4.72,5.49,3.08,2.65,1.55
198,Estimates,Cuba,,192,1.99,1.76,2.15,1.83,1.60,0.82,0.50,0.97,0.60,0.38,0.26,0.08,0.14
199,Estimates,Curaçao,,531,3.09,1.65,1.06,1.41,0.90,-0.30,0.32,-0.50,-0.38,-1.71,-0.41,2.63,1.26
200,Estimates,Dominica,,212,1.31,1.91,1.61,1.78,0.28,0.87,-0.45,-0.75,0.12,-0.48,0.25,0.18,0.42
201,Estimates,Dominican Republic,,214,3.24,3.39,3.27,2.98,2.68,2.41,2.21,2.03,1.88,1.63,1.52,1.38,1.24
202,Estimates,Grenada,,308,1.10,2.07,1.02,-0.03,-0.42,-0.76,2.31,-0.74,0.81,0.27,0.26,0.33,0.41
203,Estimates,Guadeloupe,23,312,2.34,3.07,1.74,1.24,0.51,0.20,1.62,1.67,0.92,1.10,0.89,0.27,0.50
204,Estimates,Haiti,,332,1.74,1.91,1.99,1.95,1.75,2.03,2.31,2.13,1.93,1.78,1.61,1.53,1.38
205,Estimates,Jamaica,,388,1.90,1.11,1.56,1.21,1.49,1.20,1.53,0.63,0.85,0.87,0.59,0.47,0.38
206,Estimates,Martinique,,474,2.03,2.73,1.99,0.87,0.17,-0.15,0.87,1.06,0.57,0.97,0.51,-0.12,0.09
207,Estimates,Montserrat,,500,1.12,-3.33,-0.43,-0.36,0.26,0.24,-1.02,-1.07,-0.96,-14.50,-0.74,0.72,0.68
208,Estimates,Puerto Rico,,630,0.26,0.94,1.80,1.00,1.58,1.67,1.11,0.86,0.95,0.57,-0.19,-0.28,-0.14
209,Estimates,Saint Kitts and Nevis,,659,1.03,1.09,-0.79,-1.84,-0.27,-0.49,-0.56,-0.57,0.98,1.20,1.52,1.27,1.19
210,Estimates,Saint Lucia,,662,0.91,0.74,1.38,1.57,1.05,1.44,1.38,1.78,1.24,1.30,1.05,1.40,0.84
211,Estimates,Saint Vincent and the Grenadines,,670,1.86,1.92,1.20,1.02,1.11,1.00,0.78,0.57,0.11,-0.04,0.16,0.10,0.03
212,Estimates,Sint Maarten (Dutch part),,534,6.86,5.90,9.09,8.60,6.62,6.31,7.47,8.11,1.41,0.76,0.44,0.36,3.13
213,Estimates,Trinidad and Tobago,,780,2.73,2.74,1.45,0.72,1.34,1.41,1.52,0.85,0.54,0.21,0.45,0.48,0.48
214,Estimates,Turks and Caicos Islands,,796,0.59,1.93,-0.19,-0.13,3.01,2.79,4.67,3.90,5.67,4.16,6.75,3.17,2.05
215,Estimates,United States Virgin Islands,,850,1.83,2.11,8.38,5.12,5.84,2.75,1.23,-0.27,0.72,0.28,-0.14,-0.26,-0.02
216,Estimates,Central America,,916,2.94,3.08,3.09,3.01,3.04,2.61,2.25,2.09,2.02,1.77,1.42,1.57,1.39
217,Estimates,Belize,,84,2.95,2.84,2.84,2.82,1.74,1.57,2.69,2.57,1.97,3.56,2.72,2.54,2.22
218,Estimates,Costa Rica,,188,3.09,3.49,3.52,3.02,2.52,2.61,2.67,2.51,2.52,2.23,1.58,1.35,1.12
219,Estimates,El Salvador,,222,1.98,2.57,2.92,2.75,2.45,1.97,1.45,1.30,1.24,0.78,0.46,0.30,0.29
220,Estimates,Guatemala,,320,2.78,2.66,2.72,2.74,2.80,2.64,2.63,2.41,2.46,2.42,2.41,2.22,2.08
221,Estimates,Honduras,,340,2.87,3.07,3.22,2.69,2.88,3.14,3.06,2.92,2.63,2.21,1.94,1.74,1.47
222,Estimates,Mexico,,484,3.04,3.15,3.12,3.07,3.14,2.60,2.18,2.04,1.96,1.70,1.31,1.55,1.37
223,Estimates,Nicaragua,,558,3.05,3.26,3.01,3.01,3.08,3.00,2.64,2.22,2.14,1.72,1.36,1.29,1.17
224,Estimates,Panama,,591,2.64,2.88,2.98,2.89,2.77,2.51,2.30,2.15,2.05,2.02,1.83,1.74,1.64
225,Estimates,South America,,931,2.73,2.68,2.72,2.49,2.30,2.25,2.16,1.92,1.68,1.54,1.38,1.16,1.05
226,Estimates,Argentina,,32,1.97,1.71,1.55,1.46,1.68,1.51,1.56,1.48,1.34,1.15,1.10,1.03,1.04
227,Estimates,Bolivia (Plurinational State of),,68,1.71,1.86,1.95,2.03,2.12,2.19,2.11,1.98,1.97,1.95,1.80,1.67,1.56
228,Estimates,Brazil,,76,2.98,2.92,2.98,2.64,2.44,2.39,2.26,1.89,1.58,1.54,1.39,1.05,0.91
229,Estimates,Chile,,152,2.22,2.29,2.25,2.09,1.72,1.50,1.50,1.64,1.54,1.33,1.19,1.11,1.07
230,Estimates,Colombia,,170,2.84,2.94,3.00,2.84,2.31,2.27,2.23,2.00,1.77,1.52,1.38,1.18,0.98
231,Estimates,Ecuador,,218,2.63,2.77,2.88,2.91,2.81,2.65,2.52,2.44,2.26,1.98,1.68,1.67,1.56
232,Estimates,Falkland Islands (Malvinas),,238,-0.53,-0.53,-0.66,-0.82,-0.76,-0.65,0,1.42,4.04,3.33,0.42,-0.59,0.33
233,Estimates,French Guiana,,254,2.24,2.34,3.88,4.18,3.19,3.50,5.10,5.85,3.42,3.44,4.42,2.78,2.78
234,Estimates,Guyana,,328,3.53,3.02,2.84,1.34,1.24,1.22,-0.56,-1.21,0.18,0.42,0.01,0.29,0.36
235,Estimates,Paraguay,,600,2.54,2.58,2.64,2.62,2.41,2.61,2.87,2.75,2.44,2.16,1.78,1.38,1.34
236,Estimates,Peru,,604,2.57,2.71,2.86,2.78,2.65,2.62,2.37,2.21,1.93,1.50,1.27,1.24,1.32
237,Estimates,Suriname,,740,3.02,2.96,2.70,2.25,-0.47,0.01,0.47,1.89,1.76,1.51,0.46,1.04,0.94
238,Estimates,Uruguay,,858,1.16,1.35,1.19,0.84,0.14,0.60,0.65,0.64,0.73,0.59,0.03,0.29,0.34
239,Estimates,Venezuela (Bolivarian Republic of),,862,4.19,3.74,3.75,3.30,2.85,2.77,2.64,2.52,2.22,1.97,1.79,1.60,1.41
240,Estimates,NORTHERN AMERICA,,905,1.67,1.80,1.42,1.05,0.95,0.97,0.96,1.02,1.05,1.18,0.92,0.93,0.78
241,Estimates,Bermuda,,60,1.80,1.96,1.81,1.21,1.01,0.71,0.67,0.67,0.57,0.42,0.34,-0.36,-0.62
242,Estimates,Canada,,124,2.71,2.59,1.90,1.70,1.53,1.16,1.06,1.36,1.15,0.94,0.99,1.13,1.04
243,Estimates,Greenland,,304,2.33,3.79,3.90,3.87,1.47,0.24,1.17,0.89,0.07,0.13,0.28,-0.14,-0.13
244,Estimates,Saint Pierre and Miquelon,,666,0.66,0.80,0.70,1.37,1.50,0.39,0.36,0.56,0.07,-0.10,-0.04,0.05,0.05
245,Estimates,United States of America,,840,1.58,1.72,1.37,0.99,0.89,0.95,0.95,0.99,1.04,1.21,0.92,0.91,0.75
246,Estimates,OCEANIA,,909,2.23,2.15,2.07,2.35,1.76,1.33,1.59,1.62,1.49,1.34,1.43,1.74,1.54
247,Estimates,Australia/New Zealand,,927,2.36,2.19,2.00,2.33,1.53,1.01,1.31,1.45,1.24,1.04,1.22,1.67,1.43
248,Estimates,Australia,24,36,2.39,2.22,1.99,2.54,1.48,1.14,1.42,1.59,1.17,1.06,1.19,1.78,1.57
249,Estimates,New Zealand,,554,2.26,2.10,2.05,1.41,1.79,0.41,0.76,0.78,1.57,0.97,1.38,1.10,0.72
250,Estimates,Melanesia,,928,1.59,1.91,2.22,2.43,2.83,2.61,2.61,2.18,2.37,2.38,2.23,2.18,1.98
251,Estimates,Fiji,,242,2.95,3.21,3.30,2.30,2.05,1.94,2.27,0.47,1.25,0.90,0.26,0.91,0.74
252,Estimates,New Caledonia,,540,0.88,2.83,3.11,2.82,3.99,2.02,1.63,1.81,2.31,2.09,1.71,1.49,1.32
253,Estimates,Papua New Guinea,,598,1.28,1.54,1.88,2.39,2.87,2.70,2.69,2.45,2.52,2.61,2.49,2.36,2.14
254,Estimates,Solomon Islands,,90,2.56,2.89,2.99,3.16,3.76,3.52,3.21,2.82,2.83,2.76,2.59,2.29,2.07
255,Estimates,Vanuatu,,548,2.82,2.97,3.08,2.79,3.14,2.93,2.35,2.40,2.75,1.91,2.47,2.42,2.27
256,Estimates,Micronesia,,954,1.95,2.25,2.66,2.54,1.83,2.22,3.22,3.01,2.36,1.26,0.26,-0.04,0.93
257,Estimates,Guam,,316,0.98,1.27,2.29,2.28,2.14,2.19,2.26,2.25,2.19,1.30,0.39,0.13,1.27
258,Estimates,Kiribati,,296,2.04,2.39,2.38,1.94,1.50,1.46,1.51,2.47,1.42,1.65,1.79,2.12,1.82
259,Estimates,Marshall Islands,,584,1.34,1.07,3.29,3.31,4.53,3.57,4.52,4.20,1.51,0.44,-0.04,0.14,0.21
260,Estimates,Micronesia (Fed. States of),,583,3.38,3.23,3.19,3.24,0.55,2.89,3.21,2.34,2.20,-0.02,-0.23,-0.49,0.16
261,Estimates,Nauru,,520,4.08,4.05,5.16,2.47,1.70,1.15,1.75,2.27,1.70,0.14,0.15,-0.18,0.39
262,Estimates,Northern Mariana Islands,,580,2.74,4.54,2.05,3.37,2.86,2.25,11.53,7.42,5.37,3.48,-1.22,-3.57,0.44
263,Estimates,Palau,,585,2.09,3.09,2.24,1.26,1.35,-0.14,2.32,1.93,2.68,2.11,0.75,0.56,0.79
264,Estimates,Polynesia,25,957,2.49,2.33,3.15,2.56,1.57,1.38,1.55,1.32,1.12,1.11,0.91,0.59,0.73
265,Estimates,American Samoa,,16,0.80,0.31,3.23,2.98,1.85,1.62,3.80,3.62,2.34,1.69,0.55,-1.21,-0.04
266,Estimates,Cook Islands,,184,1.65,2.18,0.76,2.42,-1.01,-2.88,0.11,-0.12,0.77,-0.53,1.69,0.89,0.53
267,Estimates,French Polynesia,,258,2.66,2.52,3.59,3.35,3.35,2.99,2.88,2.48,1.63,1.95,1.43,1.01,1.07
268,Estimates,Niue,,570,0.10,0.58,1.07,0.14,-5.12,-3.10,-4.51,-3.04,-1.47,-2.63,-2.39,-0.79,-0.14
269,Estimates,Samoa,,882,2.75,2.85,3.13,2.39,1.12,0.54,0.57,0.35,0.88,0.52,0.60,0.67,0.76
270,Estimates,Tokelau,,772,0.50,3.03,0.54,-3.46,-0.55,-0.27,1.96,-1.25,-1.14,0.42,-4.98,-1.28,1.93
271,Estimates,Tonga,,776,3.17,2.15,3.77,2.53,0.92,1.03,0.20,0.25,0.15,0.42,0.60,0.60,0.42
272,Estimates,Tuvalu,,798,1.48,1.86,2.22,1.35,1.04,0.93,1.43,0.81,0.49,0.41,0.58,0.27,0.18
273,Estimates,Wallis and Futuna Islands,,876,2.15,1.88,1.49,-0.85,0.62,4.17,3.73,0.51,0.38,0.49,-0.35,-0.98,-0.62
