,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
United Nations,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
World Population Prospects: The 2015 Revision,,,,,,,,,,,,,,,,,
"File POP/2: Average annual rate of population change by major area, region and country, 1950-2100 (percentage)",,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2015",,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2015/POP/F02,,,,,,,,,,,,,,,,,
July 2015 - Copyright © 2015 by United Nations. All rights reserved,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2015). World Population Prospects: The 2015 Revision, DVD Edition.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Average annual rate of population change (percentage),,,,,,,,,,,,
Index,Variant,"Major area, region, country or area *",Notes,Country code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010,2010-2015
34,Estimates,Zimbabwe,,716,3.08,3.16,3.29,3.27,3.40,3.33,3.91,3.36,2.16,1.35,0.76,1.47,2.21
35,Estimates,Middle Africa,,911,1.89,2.09,2.28,2.47,2.54,2.72,2.81,2.95,3.37,2.72,3.04,3.09,3.03
36,Estimates,Angola,,24,1.98,1.84,1.79,1.78,2.41,2.89,3.42,2.65,3.18,2.88,3.47,3.39,3.30
37,Estimates,Cameroon,,120,1.75,1.91,2.21,2.46,2.68,2.87,3.01,3.02,2.87,2.68,2.59,2.55,2.51
38,Estimates,Central African Republic,,140,1.07,1.43,1.85,2.07,1.96,2.40,2.89,2.23,2.54,2.21,1.70,1.83,1.95
39,Estimates,Chad,,148,1.79,1.86,1.96,1.92,2.30,1.97,2.42,3.14,3.23,3.51,3.76,3.34,3.31
40,Estimates,Congo,,178,2.14,2.40,2.66,2.85,3.07,2.93,2.91,2.71,2.63,2.67,2.39,2.98,2.56
41,Estimates,Democratic Republic of the Congo,,180,2.08,2.41,2.61,2.83,2.70,2.81,2.58,3.07,3.76,2.60,3.10,3.24,3.17
42,Estimates,Equatorial Guinea,,226,1.05,1.18,1.33,1.53,-3.99,-1.54,7.09,3.65,3.45,3.38,3.29,3.04,2.96
43,Estimates,Gabon,,266,0.39,0.68,1.29,2.05,1.92,2.31,2.59,2.75,2.64,2.51,2.24,2.25,2.25
44,Estimates,Sao Tome and Principe,,678,-0.41,1.78,0.17,2.72,2.13,2.79,1.74,1.85,2.03,1.75,2.20,2.19,2.16
45,Estimates,Northern Africa,,912,2.48,2.67,2.67,2.59,2.44,2.66,2.80,2.61,2.33,1.76,1.68,1.72,1.89
46,Estimates,Algeria,,12,2.05,2.48,2.53,2.84,2.77,2.92,3.09,2.77,2.19,1.52,1.29,1.60,1.92
47,Estimates,Egypt,,818,2.48,2.70,2.63,2.40,2.08,2.32,2.59,2.66,2.03,1.81,1.85,1.81,2.18
48,Estimates,Libya,,434,2.04,3.03,3.60,4.16,4.30,3.93,3.70,2.71,2.07,1.80,1.67,1.54,0.04
49,Estimates,Morocco,,504,3.12,3.21,2.90,2.37,2.14,2.34,2.37,1.98,1.70,1.28,0.97,1.10,1.37
50,Estimates,Sudan,,729,2.64,2.80,2.98,3.16,3.31,3.55,3.41,3.15,4.21,2.57,2.61,2.43,2.16
51,Estimates,Tunisia,,788,1.79,1.15,1.69,2.15,2.21,2.38,2.79,2.35,2.03,1.25,0.82,1.04,1.12
52,Estimates,Western Sahara,,732,8.59,8.75,8.84,8.22,-0.51,13.99,3.80,3.46,3.11,3.76,6.73,3.60,2.23
53,Estimates,Southern Africa,,913,2.30,2.41,2.56,2.54,2.67,2.52,2.55,2.30,2.39,1.65,1.43,1.33,1.17
54,Estimates,Botswana,,72,2.59,2.19,2.57,3.03,3.41,3.85,3.43,3.08,2.66,1.94,1.42,1.88,1.99
55,Estimates,Lesotho,,426,1.42,1.55,1.84,2.02,2.15,2.58,2.32,1.69,1.87,1.14,0.74,0.86,1.20
56,Estimates,Namibia,,516,2.05,2.28,2.49,2.68,2.98,2.24,2.53,4.16,3.12,2.75,1.32,1.58,2.28
57,Estimates,South Africa,,710,2.34,2.46,2.60,2.55,2.66,2.47,2.52,2.19,2.37,1.61,1.48,1.31,1.08
58,Estimates,Swaziland,,748,2.36,2.56,2.29,2.59,2.97,3.09,3.13,4.02,2.21,1.98,0.76,1.54,1.51
59,Estimates,Western Africa,,914,1.69,1.96,2.15,2.29,2.49,2.70,2.75,2.69,2.70,2.61,2.65,2.74,2.74
60,Estimates,Benin,,204,0.42,1.08,1.59,1.99,2.31,2.61,2.85,3.08,3.59,2.99,3.27,3.01,2.69
61,Estimates,Burkina Faso,,854,1.06,1.34,1.38,1.67,1.80,2.06,2.49,2.62,2.71,2.80,2.90,3.05,2.94
62,Estimates,Cabo Verde,,132,2.06,0.49,2.69,3.10,0.18,0.93,1.90,1.67,2.63,2.40,1.56,0.67,1.19
63,Estimates,Côte d'Ivoire,,384,2.49,3.08,3.89,4.34,4.63,4.48,4.12,3.61,3.38,2.74,1.87,2.09,2.40
64,Estimates,Gambia,,270,2.27,3.82,1.72,2.19,3.05,2.97,3.83,4.50,3.01,2.85,3.18,3.23,3.24
65,Estimates,Ghana,,288,2.63,3.16,2.95,2.18,2.68,1.88,3.26,2.80,2.72,2.32,2.55,2.57,2.39
66,Estimates,Guinea,,324,1.39,1.52,1.61,1.67,0.67,0.66,2.39,3.45,5.30,2.25,1.89,2.60,2.71
67,Estimates,Guinea-Bissau,,624,1.44,1.38,1.14,1.74,1.79,1.76,2.12,2.23,2.23,2.16,2.12,2.22,2.42
68,Estimates,Liberia,,430,1.65,2.07,2.24,2.50,2.75,3.00,2.99,-0.88,-0.22,6.59,2.46,3.82,2.58
69,Estimates,Mali,,466,1.10,1.13,1.13,1.32,1.72,1.79,1.99,1.60,2.56,2.72,3.07,3.27,2.98
70,Estimates,Mauritania,,478,2.46,2.78,2.91,2.93,2.91,2.88,2.83,2.71,2.85,3.00,3.03,2.60,2.49
71,Estimates,Niger,,562,2.91,2.74,2.88,2.74,2.79,2.85,2.74,2.92,3.37,3.63,3.67,3.78,4.00
72,Estimates,Nigeria,,566,1.65,1.90,2.11,2.22,2.49,2.96,2.59,2.61,2.51,2.50,2.55,2.65,2.67
73,Estimates,Saint Helena,3,654,-0.11,-0.81,-0.53,1.09,1.17,0.58,0.94,-0.20,-0.90,-0.67,-3.59,-0.48,-1.04
74,Estimates,Senegal,,686,2.33,2.66,2.77,2.90,3.00,2.56,2.90,3.09,2.96,2.48,2.67,2.79,3.10
75,Estimates,Sierra Leone,,694,1.08,1.23,1.34,1.50,1.91,2.19,2.32,2.52,-0.48,1.13,4.45,2.60,2.22
76,Estimates,Togo,,768,1.09,1.40,1.56,4.27,2.61,2.42,3.57,3.04,2.47,2.58,2.70,2.72,2.67
77,Estimates,ASIA,,935,1.91,1.90,2.12,2.46,2.29,1.98,1.97,2.00,1.63,1.33,1.20,1.11,1.04
78,Estimates,Eastern Asia,,906,1.83,1.52,1.80,2.52,2.16,1.48,1.41,1.67,1.14,0.65,0.53,0.50,0.46
79,Estimates,China,4,156,1.91,1.48,1.84,2.70,2.27,1.54,1.47,1.85,1.23,0.68,0.55,0.54,0.52
80,Estimates,"China, Hong Kong SAR",5,344,4.65,4.23,4.24,0.81,1.91,2.97,1.38,1.35,1.18,1.98,0.17,0.44,0.83
81,Estimates,"China, Macao SAR",6,446,-1.59,-1.13,3.76,3.86,-0.22,-0.16,3.70,3.89,2.05,1.61,1.61,2.66,1.89
82,Estimates,Dem. People's Republic of Korea,,408,-0.90,2.49,1.88,2.77,2.43,1.31,1.56,1.45,1.50,0.97,0.83,0.57,0.53
83,Estimates,Japan,,392,1.45,0.91,1.02,1.27,1.32,0.90,0.69,0.37,0.36,0.20,0.20,0.05,-0.12
84,Estimates,Mongolia,,496,1.83,2.22,2.95,2.88,2.92,2.65,2.58,2.56,1.02,0.85,1.05,1.42,1.74
85,Estimates,Republic of Korea,,410,1.94,3.39,2.49,2.04,1.98,1.52,1.57,1.18,0.77,0.68,0.60,0.61,0.48
86,Estimates,Other non-specified areas,,158,3.15,3.40,3.43,3.12,1.99,2.04,1.53,1.02,0.89,0.72,0.69,0.43,0.16
87,Estimates,South-Central Asia,7,921,1.76,2.04,2.21,2.29,2.32,2.39,2.40,2.29,2.04,1.87,1.68,1.48,1.37
88,Estimates,Central Asia,,5500,2.74,3.38,3.34,2.61,2.38,2.00,2.05,1.94,1.07,0.72,1.03,1.36,1.60
89,Estimates,Kazakhstan,,398,3.52,4.48,3.50,1.92,1.51,1.08,1.12,0.93,-0.75,-1.26,0.65,1.08,1.55
90,Estimates,Kyrgyzstan,,417,1.79,2.65,3.39,2.83,2.14,1.90,2.02,1.81,0.88,1.52,0.64,1.32,1.67
91,Estimates,Tajikistan,,762,2.95,3.02,3.75,3.19,3.12,2.76,2.95,3.08,1.76,1.34,1.91,2.16,2.24
92,Estimates,Turkmenistan,,795,2.25,3.24,3.41,2.93,2.82,2.54,2.42,2.55,2.65,1.44,1.07,1.20,1.27
93,Estimates,Uzbekistan,,860,2.24,2.47,3.04,3.14,3.10,2.64,2.61,2.42,2.01,1.55,1.11,1.36,1.50
94,Estimates,Southern Asia,,5501,1.72,1.99,2.17,2.28,2.32,2.41,2.42,2.31,2.08,1.91,1.71,1.49,1.36
95,Estimates,Afghanistan,,4,1.29,1.68,1.99,2.26,2.47,0.98,-2.55,0.74,6.58,3.22,4.28,2.73,3.02
96,Estimates,Bangladesh,,50,2.12,2.70,2.94,3.06,1.82,2.66,2.68,2.61,2.22,2.06,1.70,1.18,1.20
97,Estimates,Bhutan,,64,2.48,2.27,2.40,2.86,3.61,3.34,2.57,2.65,-1.02,2.06,2.87,2.02,1.46
98,Estimates,India,,356,1.68,1.88,2.04,2.13,2.31,2.29,2.30,2.14,1.97,1.84,1.65,1.46,1.26
99,Estimates,Iran (Islamic Republic of),,364,2.39,2.54,2.61,2.67,2.76,3.33,4.03,3.44,1.43,1.76,1.26,1.15,1.27
100,Estimates,Maldives,,462,1.56,2.40,2.67,2.38,3.30,2.97,3.61,3.27,2.59,1.97,1.68,1.73,1.79
101,Estimates,Nepal,,524,1.82,1.59,1.62,1.89,2.10,2.24,2.31,2.29,2.64,2.08,1.44,1.05,1.18
102,Estimates,Pakistan,,586,1.48,2.10,2.48,2.66,2.79,3.12,3.32,3.10,2.61,2.40,2.07,2.07,2.11
103,Estimates,Sri Lanka,,144,1.79,2.27,2.33,2.32,1.94,1.78,1.47,1.37,1.03,0.58,0.78,0.68,0.50
104,Estimates,South-Eastern Asia,,920,2.45,2.74,2.79,2.71,2.55,2.27,2.30,2.08,1.77,1.55,1.36,1.16,1.20
105,Estimates,Brunei Darussalam,,96,5.57,5.10,4.51,4.71,4.29,3.66,2.89,2.83,2.76,2.28,1.81,1.67,1.47
106,Estimates,Cambodia,,116,2.59,2.52,2.45,1.65,1.46,-2.34,2.84,3.03,3.43,2.63,1.76,1.51,1.62
107,Estimates,Indonesia,,360,2.12,2.54,2.67,2.71,2.59,2.41,2.25,1.90,1.64,1.43,1.35,1.31,1.28
108,Estimates,Lao People's Democratic Republic,,418,2.33,2.29,2.32,2.41,2.53,1.30,2.47,2.87,2.68,1.90,1.45,1.72,1.66
109,Estimates,Malaysia,8,458,2.77,3.02,3.19,2.62,2.42,2.33,2.61,2.89,2.59,2.45,1.93,1.73,1.51
110,Estimates,Myanmar,,104,1.91,2.17,2.23,2.46,2.41,2.36,2.22,1.74,1.25,1.28,0.95,0.69,0.82
111,Estimates,Philippines,,608,3.54,3.39,3.25,2.94,2.85,2.76,2.73,2.63,2.40,2.19,2.00,1.54,1.58
112,Estimates,Singapore,,702,4.90,4.48,2.80,1.97,1.74,1.30,2.30,2.15,2.88,2.36,2.75,2.44,1.97
113,Estimates,Thailand,,764,2.71,2.89,3.00,2.95,2.76,2.25,1.88,1.67,0.93,1.12,0.99,0.25,0.38
114,Estimates,Timor-Leste,,626,1.25,1.59,1.82,1.94,1.87,-2.72,2.58,2.39,2.92,-0.22,3.11,1.32,2.28
115,Estimates,Viet Nam,,704,2.53,2.98,2.95,2.74,2.31,2.19,2.32,2.22,1.95,1.31,0.95,0.96,1.12
116,Estimates,Western Asia,,922,2.62,2.60,2.65,2.61,2.78,2.81,2.85,2.48,2.30,2.08,2.14,2.46,2.00
117,Estimates,Armenia,,51,2.89,3.55,3.32,2.66,2.30,1.83,1.51,1.20,-1.90,-0.93,-0.40,-0.34,0.36
118,Estimates,Azerbaijan,9,31,2.78,3.16,3.22,2.46,1.90,1.59,1.59,1.56,1.48,0.87,1.07,1.22,1.39
119,Estimates,Bahrain,,48,2.90,3.91,2.85,2.58,4.49,6.00,3.06,3.35,2.56,3.36,5.25,7.50,1.76
120,Estimates,Cyprus,10,196,1.41,1.56,0.28,1.09,1.14,1.07,0.53,1.71,2.19,1.96,1.81,1.33,1.09
121,Estimates,Georgia,11,268,1.70,1.60,1.47,1.00,0.84,0.66,0.83,0.64,-1.50,-1.32,-1.17,-1.03,-1.21
122,Estimates,Iraq,,368,2.57,2.29,2.78,3.38,3.28,3.11,2.64,2.30,2.91,3.07,2.73,2.67,3.31
123,Estimates,Israel,,376,6.24,3.91,3.76,2.44,3.16,2.31,1.73,1.94,3.40,2.41,1.87,2.33,1.66
124,Estimates,Jordan,,400,7.27,6.39,4.62,7.81,3.64,2.78,3.98,3.76,5.04,1.97,2.24,4.01,3.06
125,Estimates,Kuwait,,414,4.93,5.93,12.20,8.84,6.75,5.51,4.52,3.42,-4.59,3.29,3.19,6.03,4.81
126,Estimates,Lebanon,,422,2.76,3.28,2.96,1.87,2.29,0.23,0.54,0.20,2.31,1.29,4.18,1.68,5.99
127,Estimates,Oman,,512,1.66,2.14,2.49,2.94,3.95,5.38,5.22,3.80,3.81,0.43,2.26,3.21,8.45
128,Estimates,Qatar,,634,7.20,5.56,8.82,7.93,8.15,6.17,10.12,5.00,1.00,3.39,6.88,14.93,4.72
129,Estimates,Saudi Arabia,,682,2.62,2.77,3.40,3.73,4.83,5.77,5.97,4.05,2.84,2.53,2.91,2.54,2.32
130,Estimates,State of Palestine,12,275,1.16,1.59,2.16,-1.15,3.23,2.66,3.06,3.56,4.40,4.16,2.09,2.56,2.75
131,Estimates,Syrian Arab Republic,,760,2.78,3.16,3.23,3.34,3.41,3.38,3.50,3.09,2.81,2.64,2.07,2.67,-2.27
132,Estimates,Turkey,,792,2.66,2.55,2.36,2.30,2.39,2.28,2.27,1.87,1.61,1.55,1.41,1.27,1.69
133,Estimates,United Arab Emirates,,784,2.68,3.04,9.69,8.97,16.28,12.98,5.68,5.87,5.21,5.21,7.70,12.40,1.89
134,Estimates,Yemen,,887,1.59,1.61,1.68,1.83,1.97,3.42,3.86,4.04,4.88,3.07,2.83,2.81,2.57
135,Estimates,EUROPE,,908,0.98,0.98,0.95,0.68,0.60,0.48,0.40,0.37,0.19,-0.04,0.07,0.17,0.08
136,Estimates,Eastern Europe,,923,1.48,1.35,1.04,0.68,0.66,0.65,0.58,0.41,-0.03,-0.38,-0.42,-0.20,-0.11
137,Estimates,Belarus,,112,0.15,0.97,0.99,0.98,0.71,0.61,0.69,0.48,-0.14,-0.41,-0.64,-0.31,0.01
138,Estimates,Bulgaria,,100,0.79,0.84,0.85,0.69,0.54,0.31,0.21,-0.31,-1.08,-0.88,-0.81,-0.73,-0.71
139,Estimates,Czech Republic,,203,0.99,0.48,0.46,0.02,0.50,0.55,-0.04,0.02,0.02,-0.14,-0.06,0.53,0.07
140,Estimates,Hungary,,348,1.03,0.35,0.34,0.34,0.38,0.41,-0.35,-0.36,-0.06,-0.25,-0.25,-0.16,-0.32
141,Estimates,Poland,,616,1.88,1.72,1.19,0.79,0.81,0.92,0.93,0.38,0.21,-0.06,-0.01,0.06,0.02
142,Estimates,Republic of Moldova,13,498,2.31,2.68,2.10,1.50,1.32,0.87,1.00,0.70,-0.12,-0.65,-0.21,-0.36,-0.08
143,Estimates,Romania,,642,1.48,1.25,0.81,1.17,1.06,0.86,0.43,0.33,-0.45,-0.74,-0.66,-1.06,-0.79
144,Estimates,Russian Federation,,643,1.60,1.47,1.08,0.57,0.56,0.63,0.70,0.63,0.10,-0.26,-0.38,-0.07,0.04
145,Estimates,Slovakia,,703,2.08,1.63,1.13,0.69,0.92,1.00,0.67,0.46,0.32,0.09,-0.00,0.08,0.07
146,Estimates,Ukraine,14,804,1.41,1.28,1.18,0.79,0.70,0.49,0.38,0.18,-0.22,-0.83,-0.82,-0.50,-0.36
147,Estimates,Northern Europe,,924,0.38,0.56,0.73,0.57,0.38,0.20,0.18,0.31,0.24,0.27,0.39,0.70,0.53
148,Estimates,Channel Islands,15,830,0.65,0.71,0.99,1.05,0.84,0.28,0.85,1.00,0.48,0.64,0.74,0.67,0.51
149,Estimates,Denmark,,208,0.79,0.63,0.77,0.70,0.53,0.24,-0.04,0.11,0.36,0.40,0.30,0.49,0.42
150,Estimates,Estonia,,233,1.03,0.97,1.18,1.05,0.89,0.72,0.64,0.56,-1.77,-0.48,-0.63,-0.35,-0.30
151,Estimates,Faeroe Islands,,234,0.20,1.48,1.19,1.19,0.98,1.19,1.27,0.93,-1.71,1.06,0.78,0.10,-0.15
152,Estimates,Finland,16,246,1.10,0.90,0.60,0.18,0.45,0.29,0.51,0.34,0.48,0.27,0.27,0.46,0.50
153,Estimates,Iceland,,352,1.99,2.16,1.82,1.23,1.29,0.91,1.13,1.08,0.97,1.00,1.08,1.39,0.70
154,Estimates,Ireland,,372,-0.10,-0.56,0.27,0.62,1.53,1.52,0.74,0.02,0.46,1.05,1.80,1.88,0.31
155,Estimates,Isle of Man,,833,-1.06,-1.58,0.92,2.24,1.44,1.32,-0.20,1.74,0.53,1.24,0.90,0.97,0.80
156,Estimates,Latvia,,428,0.67,1.13,1.17,0.90,0.76,0.45,0.54,0.63,-1.37,-0.96,-1.25,-1.27,-1.18
157,Estimates,Lithuania,,440,0.48,1.05,1.37,1.12,1.01,0.79,0.75,0.74,-0.38,-0.80,-0.84,-1.36,-1.63
158,Estimates,Norway,17,578,0.98,0.87,0.78,0.80,0.66,0.38,0.32,0.44,0.56,0.60,0.58,1.12,1.27
159,Estimates,Sweden,,752,0.70,0.60,0.69,0.78,0.35,0.29,0.10,0.49,0.62,0.10,0.35,0.77,0.83
160,Estimates,United Kingdom,,826,0.20,0.50,0.70,0.49,0.20,0.02,0.07,0.25,0.28,0.33,0.45,0.82,0.63
161,Estimates,Southern Europe,,925,0.86,0.78,0.85,0.74,0.87,0.77,0.47,0.23,0.10,0.13,0.64,0.48,-0.13
162,Estimates,Albania,,8,2.34,2.83,2.95,2.52,2.29,2.12,2.02,2.02,-1.09,0.10,-0.26,-1.21,-0.04
163,Estimates,Andorra,,20,7.98,7.47,6.48,5.38,4.70,3.22,4.25,4.02,3.16,0.48,4.33,0.77,-3.61
164,Estimates,Bosnia and Herzegovina,,70,1.94,1.84,1.84,1.22,1.17,0.85,1.06,0.71,-3.09,-0.45,0.21,0.01,-0.13
165,Estimates,Croatia,,191,0.91,0.79,0.64,0.43,0.35,0.43,0.51,0.25,-0.68,-0.84,-0.23,-0.28,-0.36
166,Estimates,Gibraltar,,292,0.51,0.48,1.54,1.17,0.62,0.87,0.03,0.17,0.33,0.05,1.23,1.11,0.94
167,Estimates,Greece,,300,0.95,0.93,0.53,0.57,0.57,1.27,0.59,0.45,0.98,0.58,0.21,0.19,-0.40
168,Estimates,Holy See,18,336,0,0.02,-1.16,-5.54,2.36,-0.08,0.57,0.61,0.28,0.15,0.28,0.03,0.03
169,Estimates,Italy,,380,0.74,0.56,0.78,0.70,0.64,0.38,0.20,0.03,0.04,0.01,0.52,0.32,0.07
170,Estimates,Malta,,470,0.12,-0.07,-0.43,-0.12,0.21,0.78,1.12,1.00,0.92,0.78,0.51,0.74,0.32
171,Estimates,Montenegro,,499,2.34,1.88,1.82,-0.54,1.29,0.93,1.11,0.03,0.18,-0.22,0.09,0.18,0.12
172,Estimates,Portugal,,620,0.57,0.49,0.03,-0.50,1.16,1.20,0.35,-0.08,0.38,0.39,0.39,0.20,-0.45
173,Estimates,San Marino,,674,1.49,2.23,2.50,1.86,0.61,1.59,1.22,1.14,1.47,1.16,1.29,0.97,0.70
174,Estimates,Serbia,19,688,1.44,0.87,0.72,0.71,0.91,0.95,0.76,0.56,0.76,-0.87,-0.59,-0.28,-0.47
175,Estimates,Slovenia,,705,0.72,0.76,0.53,0.49,0.86,1.04,1.16,0.62,-0.15,-0.03,0.08,0.55,0.15
